size, quality, price
2.01,5,37701
1.36,4,12515
1.11,4,8129
1.8,5,20343
1.04,4,8225
1.04,5,6458
1.21,5,6418
0.92,5,4325
0.82,5,2759
1.01,3,4713
1.24,5,8693
0.77,3,2184
0.93,4,5181
0.81,5,3109
1.24,5,8797
2.01,5,27241
0.9,1,4105
1.81,5,24561
0.81,3,3042
2.0,4,30542
0.9,4,4799
2.01,4,19789
1.05,4,5197
1.24,4,9738
0.9,3,3796
2.15,5,19592
0.82,4,2602
1.1,3,5468
1.35,5,7780
1.0,4,6267
0.75,4,5239
1.09,4,5463
1.22,5,9339
0.84,4,3392
1.8,4,11793
1.14,4,6103
1.07,2,7357
1.23,5,6449
2.01,3,16304
1.03,5,9712
1.07,2,8456
1.68,5,16985
1.01,5,11082
1.29,5,11182
1.23,4,8494
1.01,4,4794
1.01,5,5182
2.06,5,24226
1.2,3,5600
1.01,4,4868
1.5,5,13135
0.77,4,3787
1.61,4,12028
1.01,4,6754
1.01,3,5614
2.02,4,15759
0.9,3,4268
0.76,2,3075
0.78,5,3147
1.11,4,12200
1.57,5,21465
1.23,4,9999
2.39,5,23625
1.02,4,4508
0.88,4,2699
0.77,5,2798
1.51,5,10186
1.26,5,8238
1.21,5,5452
0.9,5,4471
1.24,5,9209
2.1,4,19644
1.0,4,5619
1.0,5,7928
0.76,5,2679
1.01,5,6449
1.13,4,9357
0.91,5,4663
2.03,4,17297
1.01,4,4243
0.9,4,4324
1.21,4,5452
1.28,5,9568
1.04,5,6155
1.72,5,17779
1.52,4,13492
2.2,4,20072
2.0,4,8803
1.5,5,13955
2.2,3,19830
1.71,5,16575
2.0,4,24530
1.65,5,10365
1.62,5,13843
1.7,4,18107
1.0,3,6445
1.0,3,6389
1.72,5,19353
1.53,5,10947
2.01,4,19044
1.21,3,6861
1.17,4,7644
2.04,4,18127
1.22,4,10529
0.9,4,3880
1.04,5,7467
1.53,4,7971
1.06,4,5893
1.04,5,8515
2.48,5,67382
0.8,5,3831
1.12,5,7971
1.01,4,7226
2.09,5,38627
1.54,5,17194
0.92,3,3785
1.45,4,9683
2.48,4,50585
1.2,4,5955
0.83,5,3849
1.0,4,5161
2.43,4,44379
1.02,5,5301
0.77,2,3702
1.0,4,5718
2.08,4,16664
0.92,5,3679
1.14,2,7079
0.76,5,3075
0.77,4,2513
1.52,5,12847
2.09,5,26058
1.27,5,8652
1.01,3,4781
0.75,4,2744
2.07,5,33687
2.5,5,29223
1.71,5,10668
1.52,4,11014
2.17,4,15760
1.3,5,8027
1.22,5,7835
0.9,4,5754
2.66,5,46861
2.16,5,27874
2.05,5,31298
1.02,4,6622
1.01,4,5944
1.0,3,4447
1.01,4,6522
2.01,5,22373
1.11,4,8233
1.06,5,7641
1.14,4,4973
1.36,2,8989
1.2,4,5986
2.02,3,16593
1.51,5,9337
1.23,5,7803
0.9,4,5167
1.02,4,5778
2.1,5,22093
2.02,5,24579
1.5,4,13537
1.5,3,9278
0.96,1,4308
1.1,4,7406
1.13,5,5671
1.51,4,15110
1.06,4,5664
2.07,4,29735
1.25,5,14551
1.51,5,20613
1.01,5,7338
0.75,4,2993
1.5,5,10181
1.51,4,10947
1.16,4,9023
1.02,4,7010
1.21,5,7954
1.08,4,8221
0.94,4,4556
1.74,4,16286
2.0,3,17440
1.04,4,7653
1.5,4,12152
1.51,3,7461
1.34,4,9735
1.02,4,4624
1.0,5,5115
1.0,3,4661
1.17,5,9142
1.22,5,7418
0.9,4,4981
1.08,5,4705
1.12,5,7153
1.16,5,9432
2.05,5,34736
0.81,5,4053
0.9,4,4276
2.02,3,19466
2.13,4,25921
1.01,5,19146
0.87,4,3664
1.13,2,7464
2.02,4,26435
2.09,5,22280
1.01,4,6456
0.9,4,3407
1.17,5,11029
1.19,5,7633
2.22,5,32516
1.5,4,12000
0.95,4,5101
1.51,4,12779
1.15,5,6772
1.02,5,6499
0.9,4,4813
2.2,5,32780
1.11,5,9345
1.2,5,11883
1.51,4,10231
0.9,3,4291
1.09,5,5732
1.57,4,12697
1.01,5,6257
2.2,5,48845
0.9,4,3605
1.58,5,11419
2.15,4,25538
2.01,4,19079
2.15,4,17774
1.51,3,13010
2.22,4,20073
1.27,5,9489
1.32,4,9513
1.04,5,6468
1.07,4,6274
0.83,5,3433
0.77,4,3040
1.05,5,4516
1.52,5,11797
1.19,3,7152
0.77,4,3500
1.01,5,17458
1.55,5,15979
2.05,5,15629
2.0,4,18759
1.51,4,17203
2.08,4,23041
2.23,5,22328
1.29,5,8482
2.01,3,14968
1.2,5,8037
2.14,5,17213
1.62,5,12186
1.11,5,8347
1.5,3,12649
1.01,4,5861
2.07,4,19602
1.0,1,6210
1.14,4,6464
1.2,3,6793
1.2,5,11840
0.9,5,3537
2.26,5,35200
1.2,5,9625
1.3,5,6451
1.01,5,6945
1.53,5,12616
0.75,5,2680
0.85,5,3403
1.02,3,4983
0.81,4,2714
1.51,4,9058
1.0,3,4489
2.1,4,29308
1.06,5,6570
2.02,4,31941
1.58,5,13397
0.91,4,3664
1.04,4,8107
2.58,5,40625
1.54,5,12120
1.23,5,8509
0.96,4,4027
2.19,5,40667
1.23,4,5874
1.2,4,8150
1.5,3,8999
1.0,3,4859
1.21,4,11213
1.22,3,8533
1.01,4,5777
1.59,5,13298
1.14,2,9090
1.09,5,8810
1.15,4,11906
1.2,5,8954
1.2,4,8089
0.9,3,3931
2.18,5,23470
0.9,3,4117
0.91,4,5484
1.0,4,6207
1.14,5,8845
1.5,4,11654
1.1,2,6837
1.0,4,5051
1.72,5,13215
2.02,4,21039
1.34,4,6883
1.01,5,8977
0.9,4,4661
1.52,5,20211
1.0,4,7060
1.2,4,10495
1.21,4,13630
0.85,5,3639
2.0,3,18376
1.08,4,6777
1.5,3,11668
1.52,4,9163
1.04,5,6481
1.02,4,5207
1.64,2,12199
2.0,3,20426
2.64,4,93813
0.9,4,3168
1.01,4,6905
0.9,5,4634
0.9,3,4508
0.9,4,4314
1.4,5,14231
2.01,4,21440
2.09,4,22791
0.91,3,4265
0.92,4,5209
1.01,4,5231
0.79,5,3171
1.83,5,19293
1.06,5,10307
0.9,3,4362
1.0,3,8949
0.76,5,3306
2.13,5,19969
2.03,5,27293
1.55,5,10583
1.08,3,5575
0.79,4,2878
1.06,4,5435
1.37,5,7966
1.5,4,11194
2.0,3,24376
1.46,4,25848
2.32,4,32906
2.08,5,35771
0.76,4,3394
1.05,4,5406
2.07,4,27305
1.28,5,11996
1.01,5,4886
2.01,4,25556
1.01,5,10819
1.09,5,5421
0.8,4,2885
1.01,5,6956
1.01,5,6439
0.78,5,3736
2.61,5,22110
2.51,5,46395
1.05,4,4975
1.76,3,12429
1.16,5,5908
2.39,5,31857
1.05,5,4924
1.46,3,11851
1.01,4,6733
1.54,5,14462
1.51,4,11164
1.18,5,5378
1.03,4,6931
0.83,5,3846
1.39,4,7130
0.91,5,5458
1.24,5,6232
2.03,4,16685
1.12,5,9719
1.0,3,6187
1.51,3,14654
1.2,5,5514
2.0,4,24578
1.01,4,5026
1.5,4,8827
0.79,5,3605
0.79,5,2846
0.92,4,3800
2.09,5,22315
1.08,4,5127
2.03,4,19249
2.17,5,21482
1.19,3,4958
1.54,4,10937
1.05,5,7019
1.0,3,4574
2.51,5,28105
1.5,4,21690
0.76,5,3363
0.84,4,3174
1.66,5,10795
0.83,5,3990
2.04,4,17323
0.92,5,6734
1.59,4,18406
1.02,4,7292
1.12,2,9710
2.01,3,20157
2.01,4,40217
0.76,5,3746
1.09,4,6990
1.51,4,9297
1.5,4,10372
1.01,1,4263
0.76,4,2699
1.65,5,11472
0.77,5,3638
0.91,4,4785
0.91,4,4389
2.03,5,24768
1.08,4,4790
0.77,4,2915
1.48,3,15164
2.01,5,21204
0.8,4,3532
2.26,3,26847
1.0,4,4908
1.09,2,6225
0.91,3,3893
2.13,5,31390
1.12,3,5640
1.01,3,4805
2.01,3,15290
2.41,5,19515
1.04,4,14206
0.91,5,5142
2.28,4,37274
1.01,4,9873
2.0,3,18069
1.51,4,9058
1.33,3,10096
0.78,5,3736
0.78,4,2565
1.01,3,5829
1.38,5,7930
1.01,4,8538
0.81,3,2534
1.11,2,10266
1.01,4,5174
1.05,5,5095
2.01,5,21254
1.01,4,7583
2.02,5,18324
0.9,4,4405
1.6,5,11890
2.0,5,34689
1.13,5,13335
2.33,4,18119
1.04,4,5490
1.03,5,8385
1.2,5,10812
1.2,4,5816
2.28,5,25530
1.09,5,9558
1.07,5,8145
2.2,4,32526
2.02,4,25815
2.01,4,28424
1.0,3,4916
1.24,5,10724
1.3,4,6819
2.02,4,16179
1.31,5,13406
2.02,4,25190
1.24,4,8064
0.75,2,3171
1.06,5,5798
1.56,5,14112
1.64,4,9144
1.74,4,15626
2.15,5,32374
2.04,4,19367
0.9,5,4403
2.51,5,25113
1.57,5,10621
1.0,1,4771
2.05,5,25544
1.51,4,12106
0.92,4,5183
1.19,2,9066
1.03,5,10003
0.91,4,3991
2.03,5,30170
1.5,4,11392
1.51,5,10821
0.9,4,4518
0.92,2,4488
1.29,4,9105
1.19,4,6127
2.13,4,15965
1.52,5,13809
0.9,3,3997
1.01,5,5932
1.75,5,12531
1.2,4,7372
1.05,5,8083
2.05,3,41217
1.02,4,4623
2.08,5,17469
0.76,5,3401
1.13,5,10017
2.28,5,33839
2.01,5,22989
1.31,3,6793
1.14,5,20452
2.15,4,26580
1.0,1,5212
0.91,5,3954
2.26,4,17845
0.9,3,3933
1.16,4,4586
0.91,4,4437
1.56,5,10642
2.33,5,24894
1.51,4,13080
1.0,3,5727
0.75,5,3535
2.07,5,18311
1.12,2,7788
2.08,4,20265
2.12,5,15364
1.31,2,13168
1.01,4,5319
1.26,5,7578
1.7,5,13848
0.9,3,4182
1.3,4,10298
1.51,3,10277
0.82,4,3032
1.06,5,7618
0.92,4,4188
1.06,5,5576
1.31,4,6686
1.21,5,8286
1.01,3,6288
1.0,3,6315
2.07,5,17045
2.23,4,23837
0.91,4,3959
2.54,4,50787
2.29,4,20914
2.11,4,16026
0.96,3,4234
1.5,3,18034
1.01,5,5812
1.13,4,5017
0.92,4,4232
2.17,5,20823
0.91,5,4267
0.9,4,5987
1.0,4,5413
1.01,4,6630
2.13,5,29221
1.0,4,6315
1.25,5,5821
1.03,4,5422
1.51,4,8813
0.9,4,3752
2.0,4,19647
1.07,4,7168
1.04,4,4175
0.9,4,4369
1.06,4,4507
2.0,3,17033
1.05,5,4494
0.87,4,4528
1.24,5,14102
1.06,5,5013
1.03,5,10615
2.49,4,36028
1.5,4,8127
2.1,5,19802
1.05,5,9908
2.05,5,27816
1.58,5,14569
1.06,3,5924
1.0,4,5804
1.0,3,6348
0.91,4,4193
2.01,4,20399
0.82,5,3588
1.3,4,10810
1.76,5,19593
1.15,4,5538
1.0,4,5625
1.07,5,9169
1.13,2,6980
0.9,1,3526
0.9,4,5387
2.28,4,22808
0.94,5,7120
1.0,3,5328
0.91,5,6444
2.18,5,34895
1.02,5,4988
1.63,4,13441
1.01,4,9096
1.01,4,5436
0.83,4,4519
0.9,5,3629
1.21,2,6688
1.54,4,13284
1.01,4,6563
1.52,4,10497
2.08,5,31542
1.5,4,13528
1.02,1,5681
1.5,4,13372
1.1,5,6387
2.02,4,20444
1.55,5,17317
1.35,5,13230
1.26,5,9605
1.08,5,5462
1.53,4,14931
0.8,5,4747
1.28,5,9488
1.28,5,11372
2.03,4,19926
1.26,2,15247
1.43,5,10676
0.93,5,4374
1.06,4,12642
2.73,4,43163
1.1,5,9856
1.32,4,7270
1.3,1,8040
1.03,5,7068
2.01,4,23015
2.16,5,18029
2.3,5,54845
1.01,3,4866
1.11,4,9117
1.03,5,5721
2.04,5,21094
2.03,5,21170
1.21,2,10685
1.03,2,11611
0.75,4,2693
0.9,3,3718
1.1,5,8832
0.9,4,3890
1.51,4,10576
2.02,4,31251
1.02,5,4229
0.77,5,3544
2.6,4,24230
1.03,5,7894
2.1,5,25488
0.9,5,4198
2.15,4,22570
1.23,5,10572
1.01,3,7915
1.14,4,5819
2.05,5,20668
1.54,4,15225
0.9,4,4178
1.02,3,4105
1.04,5,5654
1.0,4,4991
1.34,5,14593
1.01,4,7188
1.04,5,9351
1.0,4,4826
2.13,5,20041
2.08,3,25938
0.79,3,2800
1.0,3,7131
0.77,5,2781
0.91,4,4392
2.01,4,32783
1.1,4,6091
1.72,5,19693
2.08,4,24345
1.06,4,7094
1.03,4,10988
1.51,4,14976
1.22,4,5966
1.7,1,11038
1.04,5,6035
0.78,4,3045
0.77,2,2946
1.01,4,6649
1.0,4,10477
0.86,4,4665
2.5,4,34943
1.0,3,8374
0.82,4,4844
2.19,4,31796
2.01,4,17570
0.91,2,9182
2.39,5,38072
1.01,3,5277
1.0,4,6094
0.91,4,4250
1.12,3,5138
1.32,5,12046
1.51,4,7996
2.28,5,25098
1.28,5,16269
1.26,4,8040
1.06,5,9302
2.0,3,17447
1.06,5,5020
1.5,5,8291
0.86,4,3371
1.04,4,11087
0.9,3,4360
1.01,3,6509
1.27,5,7937
1.11,5,10053
1.5,1,7912
2.05,5,22062
2.02,5,26306
2.03,5,34706
1.28,5,11164
0.92,5,4140
2.17,4,23776
1.01,3,5411
1.5,3,11693
1.21,5,6691
1.78,2,35955
2.02,3,20256
0.9,4,4804
2.16,4,37130
1.01,3,5309
0.9,5,4689
1.24,5,11376
1.0,3,6457
2.02,4,25725
1.13,5,7147
1.0,3,5037
0.8,5,4146
1.86,5,27839
1.01,5,7178
0.94,5,5056
1.16,5,5587
1.6,5,12942
1.04,4,5964
1.61,5,12085
1.13,5,5408
0.9,4,3595
0.9,4,4201
1.16,5,7059
1.29,5,8887
2.28,5,23837
2.03,4,16422
1.22,4,7372
2.51,4,28847
2.09,5,24699
2.18,5,29641
0.91,4,5200
1.01,5,8119
1.07,5,7210
2.0,3,30014
0.93,5,4179
1.01,4,6825
2.07,5,44869
1.58,4,14084
1.51,5,23003
2.0,1,23203
0.93,5,4317
2.01,4,20492
1.59,4,16327
0.9,4,4925
1.02,4,5245
0.9,4,4004
1.26,4,7477
0.9,3,4682
1.21,5,10556
1.85,4,17479
2.02,4,19184
1.55,4,10851
2.09,5,34245
1.03,4,6673
0.8,4,3411
1.12,5,7145
0.9,4,4685
0.9,1,3683
1.11,4,5367
0.9,3,5476
1.5,4,9759
2.02,5,15942
1.0,3,4859
0.76,4,2873
0.85,2,4363
1.21,5,9323
2.47,5,48030
1.28,2,10598
0.9,4,3950
0.79,5,2539
2.01,5,18566
0.9,3,3388
0.8,4,3839
2.34,5,25134
0.9,4,4009
1.5,4,14061
2.03,5,27632
1.01,4,7107
1.6,4,9633
1.5,4,21429
2.46,5,25354
1.06,5,5362
2.25,3,18623
1.02,3,4957
1.3,4,10654
0.91,5,4022
0.9,4,3643
1.07,2,6582
1.04,5,9109
1.01,3,6332
2.06,5,18971
0.92,4,5800
0.92,3,3723
1.2,4,5408
1.01,3,5161
1.0,5,6133
2.02,5,25108
1.07,5,7483
1.2,5,7229
0.9,5,5013
1.27,5,8339
1.67,5,11258
2.15,4,19081
1.02,4,4762
1.14,5,10933
1.02,4,6526
1.59,5,9813
2.58,5,45980
1.5,5,9533
1.06,5,6728
1.26,5,6306
1.01,4,6669
1.12,2,7812
1.0,4,5203
0.91,5,4240
0.9,5,5373
1.07,5,6187
2.02,4,17581
2.1,5,30773
0.9,4,7747
1.01,4,5073
1.32,4,11346
2.01,5,16562
1.0,1,4771
1.08,5,7551
2.34,5,32776
0.79,4,2589
1.27,4,8235
2.26,2,45757
1.5,3,11577
0.76,2,2793
2.05,4,19928
0.9,4,6466
1.03,5,9254
2.02,4,33592
1.65,4,17425
1.51,4,18234
0.93,3,4352
1.13,5,8192
0.75,1,2648
1.0,1,5840
2.08,5,28928
1.55,4,16331
1.04,2,6335
1.5,3,11317
0.84,4,4869
2.02,4,19201
1.16,5,6768
2.07,5,44487
1.03,4,4705
1.22,5,6138
0.76,5,3038
1.05,5,5443
1.51,5,8752
2.01,3,19397
0.9,4,3388
0.9,4,4981
1.03,5,7856
0.9,4,4592
1.01,4,7455
1.5,3,11524
1.23,4,7313
2.01,3,19842
1.0,3,7226
1.51,4,9704
0.9,3,3186
0.91,5,4731
1.01,4,10800
2.76,4,34461
1.5,4,8600
0.92,5,5516
1.13,4,5354
1.31,5,9941
2.01,4,20727
1.58,5,12170
0.91,5,5411
1.3,5,12010
1.0,4,5021
1.01,3,4790
1.23,4,6826
1.2,3,6076
1.03,5,7896
1.66,5,20297
2.27,5,27845
1.2,3,5579
0.76,5,3170
2.11,4,17044
2.01,4,23135
0.77,5,3004
1.0,3,8050
1.51,4,11701
1.03,4,5168
0.8,4,3381
1.14,5,7750
1.55,5,11101
2.01,3,19591
1.07,5,10061
2.04,4,17315
0.75,5,3684
2.11,5,18671
2.03,5,30802
2.08,3,20797
1.52,5,33020
1.04,5,5734
1.18,4,7619
0.91,4,4849
1.01,4,6777
0.79,4,3919
1.01,5,4612
0.9,5,5081
2.43,5,47843
0.9,4,4298
0.78,5,3601
0.92,5,4232
2.01,4,14423
1.07,5,11501
1.61,2,20435
1.25,4,6364
1.01,4,4375
1.02,3,4575
1.01,4,5461
1.14,5,6628
0.82,4,4141
2.01,4,26306
1.01,5,6295
1.25,4,7846
1.2,5,5826
1.12,5,7325
2.12,4,49184
1.14,4,5355
1.77,4,14907
2.02,4,18097
1.01,1,4844
1.53,4,19140
1.5,4,11352
1.51,4,21182
0.92,4,5779
1.51,4,12589
1.51,4,11077
1.01,3,5616
1.19,5,10508
2.15,5,31725
1.29,4,7044
1.25,5,11142
1.21,4,9196
0.91,5,5491
0.75,5,3227
1.01,4,7290
1.22,5,10622
1.63,5,12155
1.05,4,6132
1.5,5,15996
0.76,4,3364
1.02,3,7601
1.01,4,5759
1.54,5,11333
1.52,4,11776
0.82,5,3966
2.19,5,41957
1.25,4,10759
1.11,5,4849
1.09,5,5486
0.9,4,4178
1.55,5,14174
2.01,5,20865
1.13,5,5389
1.5,4,11491
0.85,4,4293
0.77,4,2873
2.01,4,16383
1.01,5,6964
1.01,4,7188
0.91,5,4627
0.91,4,3830
1.09,5,8149
1.02,4,5155
1.55,4,14386
1.07,5,5532
2.04,4,34458
0.76,4,3111
1.09,5,8753
1.09,4,5364
1.19,5,5690
1.2,4,8800
1.51,4,12106
0.83,5,4617
2.04,3,18026
1.4,5,10976
2.23,5,27942
2.01,3,16853
1.06,4,5627
1.51,3,8758
1.07,2,12031
1.03,4,6946
2.01,5,45345
2.12,5,19325
0.85,3,2945
0.8,5,3697
2.35,4,59415
1.01,4,4611
2.4,4,26318
1.0,4,4719
1.0,4,5073
1.12,4,4624
2.53,5,28608
2.0,3,18897
1.11,5,6077
1.02,4,11314
1.09,4,10463
1.51,5,10960
0.9,4,3649
1.11,2,8168
0.95,4,4244
1.49,5,18614
1.03,4,5711
0.81,4,3404
2.04,3,23353
2.04,5,30177
1.57,5,13724
2.34,3,27017
1.22,2,14414
1.2,3,5458
0.9,4,5151
1.71,5,17869
1.02,4,6689
2.03,5,15272
0.75,5,3073
1.07,4,5808
1.55,4,10711
2.04,5,20827
0.9,4,4413
1.5,3,10391
0.9,5,4475
0.82,3,2918
2.01,5,23145
1.84,5,21196
1.59,5,16021
1.57,5,9095
1.04,4,5447
1.1,4,6812
2.01,4,18576
2.01,4,17877
1.09,5,6259
1.1,2,7525
0.8,4,4495
1.07,4,6008
1.01,4,7037
0.76,3,2995
2.24,5,40122
1.06,2,9810
1.03,4,5789
2.05,4,32676
2.52,5,44973
1.1,4,5298
2.05,4,40865
1.2,2,9604
1.11,5,9507
1.76,5,19126
1.06,4,5491
1.17,5,10342
1.29,5,12132
0.9,5,6302
1.01,4,8265
2.01,4,26109
0.9,3,5356
1.08,5,6089
1.54,4,13010
2.01,4,15126
1.51,5,8641
1.52,5,11971
1.0,4,4538
0.9,3,3666
1.03,5,7231
1.03,5,5804
1.3,4,7087
0.77,2,3451
1.2,5,8771
1.0,4,6396
1.02,4,5824
1.3,5,9710
2.02,4,18930
2.03,4,14720
1.51,5,9178
1.03,5,7391
1.01,5,5589
1.01,1,4176
0.9,5,4579
1.52,5,15239
0.9,3,3696
1.04,5,4308
0.9,1,3282
1.23,2,7881
1.0,5,17094
2.39,5,28901
0.9,4,4939
1.05,5,8625
0.9,4,4409
0.91,4,4795
1.01,3,6912
2.51,4,34314
2.07,4,26454
2.16,5,21941
1.01,4,6050
0.82,4,3460
2.01,4,26069
2.18,4,20149
1.5,5,11825
2.41,5,64552
1.0,3,6389
2.51,5,29835
1.01,5,6579
1.01,3,5828
2.17,3,23417
2.2,5,27227
1.09,4,5950
1.31,5,10957
1.01,4,9312
0.77,4,4399
0.91,4,4399
1.18,5,6364
2.02,5,32176
0.75,5,2679
0.83,5,4271
1.01,5,6512
1.52,3,9909
0.92,3,3820
1.04,5,6619
2.51,4,44441
1.04,5,7457
0.91,4,4045
1.01,4,5220
0.91,5,4429
2.08,4,19119
1.52,5,12304
1.56,5,33868
2.06,5,28278
1.11,4,6311
1.0,5,6073
1.04,3,5877
1.09,5,6480
0.77,5,3638
0.9,3,3357
1.02,5,6857
1.22,5,8354
1.07,5,10195
2.02,4,26874
1.01,4,5461
1.0,4,4566
2.02,3,24735
1.0,3,6568
1.21,3,6022
1.21,2,8863
1.15,5,5940
2.05,4,27899
1.51,4,11030
2.42,5,33668
2.01,4,44486
1.02,4,6709
1.71,4,17206
2.09,5,20361
1.7,5,17957
2.05,4,22665
2.01,4,26293
1.2,4,8491
1.53,5,13832
1.62,5,11885
1.24,5,11503
2.3,5,32635
1.01,4,7098
0.91,4,6682
2.24,5,30354
1.04,4,4678
0.91,5,4609
1.03,4,5029
2.0,4,23503
1.06,5,6058
0.91,1,4036
1.51,4,10210
1.08,5,6539
1.56,4,11804
2.0,4,29225
2.09,5,30857
0.9,3,4004
2.02,5,14977
0.9,4,4379
1.2,5,8467
1.05,5,5477
2.18,5,28348
1.95,4,14293
1.51,5,11961
1.1,2,7203
0.96,1,3703
2.09,5,27175
1.07,4,5250
1.4,4,14547
2.33,4,25766
2.81,5,66554
1.34,4,11735
1.03,5,8645
1.19,5,10079
0.9,4,4058
2.16,5,25583
0.79,5,2946
2.06,4,24817
1.15,3,5935
2.11,5,55838
1.03,5,5418
1.02,5,5283
1.5,4,17279
1.04,5,10792
1.01,5,10761
1.05,5,5291
1.0,4,6762
1.01,3,4984
1.0,3,4820
1.07,5,7161
1.02,5,8198
0.9,5,4439
0.77,5,3468
0.9,4,4328
1.04,5,8826
1.01,3,5700
1.5,4,9804
1.08,5,4639
1.2,2,8852
1.08,5,4588
1.38,4,11286
1.13,4,7569
1.1,4,6746
0.9,2,6689
0.92,4,4597
0.88,5,5595
1.63,4,11368
1.03,4,5924
1.24,5,8457
0.76,4,4655
1.01,1,6941
0.77,5,3154
0.8,5,3597
1.01,5,5049
0.81,4,2806
0.91,5,5535
2.32,5,32073
0.91,3,5225
1.22,4,9034
1.22,5,8014
0.76,5,2709
0.91,4,4992
2.03,5,16931
2.03,3,28230
1.1,4,11062
2.06,5,23951
2.4,4,63815
1.13,5,11387
2.07,2,33647
2.28,4,23187
1.03,5,9932
1.22,5,12886
1.56,4,15334
2.07,4,17427
1.04,4,5778
1.0,4,10346
1.08,5,7629
2.2,5,23189
0.92,4,3701
0.9,3,4117
2.0,5,44853
2.05,4,30037
1.01,5,4638
1.15,5,5940
1.51,5,8752
1.09,5,8753
2.05,5,24019
2.24,5,21105
1.05,5,6467
0.82,5,4181
2.22,5,19824
0.8,4,2723
1.0,4,4425
1.05,3,5119
0.76,5,2788
0.76,2,3212
1.04,4,4468
1.31,5,10359
0.8,4,3235
1.21,5,10177
1.01,5,6132
1.5,5,9533
1.01,4,4556
2.36,4,23109
2.24,4,24149
1.08,3,4344
1.08,5,7241
1.2,4,9586
1.01,3,8339
1.2,4,7080
2.09,5,18713
1.52,4,15819
1.01,3,14361
2.79,4,43163
2.51,5,31298
1.07,5,6587
2.05,5,39599
0.9,5,6680
1.02,4,5302
1.12,5,9979
2.03,5,19287
1.01,4,5897
2.02,4,21332
1.14,5,20411
1.25,5,10922
0.91,4,3170
2.02,4,30745
2.32,4,27514
1.04,5,5495
0.8,2,4388
1.0,4,4820
0.83,5,4230
0.92,5,4249
1.34,2,10098
1.09,4,6688
1.26,4,9767
2.01,4,18500
1.17,5,6368
1.0,5,6535
1.01,4,4065
1.1,5,6972
2.13,5,27122
1.0,1,3899
1.5,4,12985
2.0,4,15745
0.79,5,2844
1.6,5,10408
2.08,5,17539
2.07,5,27142
2.0,4,14057
2.0,3,20221
1.51,3,10088
1.01,5,5861
1.28,5,9640
1.08,5,6203
1.21,5,5452
1.01,4,4890
0.9,4,3437
1.34,4,7314
0.9,3,4229
0.9,4,4471
2.01,5,23326
0.81,5,3913
0.9,4,5195
1.06,5,5161
1.51,5,14779
0.92,4,4253
1.52,4,11094
1.12,5,8074
1.0,3,5642
1.2,5,9373
1.02,5,6968
1.15,4,7662
2.01,5,23156
1.01,5,4767
0.9,4,3629
2.0,3,20566
1.51,5,12788
2.02,4,28147
0.9,4,4664
0.82,4,3048
0.79,4,2755
1.02,4,5126
1.11,5,8129
1.5,4,9611
1.6,5,9376
1.5,4,13001
1.22,5,6581
1.14,4,6386
1.01,4,5812
1.52,4,13357
0.9,3,3734
1.23,4,6335
2.07,4,17019
0.85,5,3766
2.01,4,21119
0.99,5,5728
1.14,5,10735
2.36,4,18098
1.29,5,6372
1.01,3,6271
1.51,1,9701
1.02,4,5732
1.02,5,7123
1.61,4,11513
2.23,4,21706
2.54,4,25867
0.8,4,3093
1.2,4,7141
0.9,3,3282
0.79,5,3384
1.06,4,6169
1.01,5,5375
2.7,5,50350
0.9,4,4832
1.91,4,28557
0.9,4,3407
1.22,2,7430
1.28,5,11696
1.32,5,9773
1.69,5,11086
0.91,3,3971
0.92,5,4696
1.23,4,10454
2.07,5,46290
2.01,5,18736
1.11,3,5238
1.08,4,5256
1.13,4,5584
1.01,4,4610
1.1,5,7434
0.75,5,3434
1.01,4,6128
2.04,4,20645
1.0,5,5555
1.5,4,16501
2.08,5,28928
1.62,4,10567
2.04,3,15511
1.02,4,5280
1.0,3,4149
1.06,5,8515
1.05,5,7270
1.52,4,11772
1.5,5,12702
0.92,4,3800
2.01,4,26089
1.06,2,8093
0.93,4,4252
0.9,5,4537
1.02,5,6264
1.28,4,11376
1.0,5,7520
0.9,3,3946
1.17,4,5995
2.04,4,27499
1.01,4,6449
1.0,4,7281
1.02,2,9502
1.5,5,11146
1.06,5,6890
1.01,4,7211
2.0,3,25994
2.01,3,14552
2.02,3,25270
1.07,5,7133
0.85,5,4089
2.04,5,22553
1.5,5,17532
0.91,4,5468
1.52,4,16649
1.02,5,7730
2.25,2,36836
0.9,4,4484
1.02,4,6007
0.82,5,3622
2.05,4,21172
2.09,4,26342
1.05,2,12273
0.75,5,2383
2.05,5,19516
2.05,5,25656
1.13,5,11115
0.91,4,3911
0.76,5,3424
0.75,4,3817
1.02,4,8657
2.19,4,33491
1.06,4,6778
2.04,5,18282
1.2,2,16130
2.04,4,29060
1.08,5,6516
0.9,4,3863
1.01,3,7377
2.02,5,21167
0.78,5,3035
2.01,3,26089
0.9,4,4598
1.27,5,7271
0.75,4,2876
1.07,5,12545
1.21,4,9380
1.61,5,16205
1.09,5,9410
0.91,5,3664
0.9,3,3465
1.55,5,11011
2.01,3,18143
2.11,4,23138
2.11,5,49740
1.05,5,5586
1.51,3,10750
0.78,4,3563
1.0,4,6196
2.03,4,29713
1.31,2,13057
1.16,5,6954
1.04,5,6831
0.78,5,3171
0.91,4,5468
1.13,2,14816
1.51,4,10190
2.43,5,54334
1.6,5,13377
1.01,4,4189
2.01,5,30348
1.11,5,9261
